timestamp,epochs,loss,acc,val_loss,val_acc
2019-03-11 21:47:08.011865,1,1.500435961144311,0.42142857142857143,2.0551277909960066,0.34285714285714286
2019-03-11 21:47:43.747657,2,0.8571763027991567,0.6714285714285714,0.6647610068321228,0.7285714285714285
2019-03-11 21:48:19.193869,3,0.47069781539695604,0.8089285714285714,0.2968767540795462,0.9214285714285714
2019-03-11 21:48:54.402395,4,0.19117359989987953,0.9321428571428572,0.18601185535745962,0.9071428571428571
2019-03-11 21:49:30.355585,5,0.1047629529078092,0.9625,0.1039658431628985,0.9428571428571428
2019-03-11 21:50:06.119919,6,0.0907958507575261,0.9696428571428571,0.07056631354082908,0.9714285714285714
2019-03-11 21:50:41.871383,7,0.07292910272787724,0.975,0.05243024096957275,0.9857142857142858
2019-03-11 21:51:17.624985,8,0.03578291112249384,0.9892857142857143,0.12841434537300042,0.9571428571428572
2019-03-11 21:51:53.477402,9,0.029381324329213903,0.9892857142857143,0.025222335858935758,0.9857142857142858
2019-03-11 21:52:28.947474,10,0.027486387195364972,0.9892857142857143,0.016164357025575424,1.0
